,No.,Time,Source,Destination,Protocol,Length,Info
285766,293034,16006.648521,10.0.0.45,91.185.206.139,TCP,66,[TCP Dup ACK 293004#1] 50963  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0 SLE=0 SRE=1
285767,293035,16006.745426,10.0.0.45,91.185.206.139,HTTP,511,GET / HTTP/1.1 
285768,293037,16007.317865,10.0.0.45,91.185.206.139,TCP,511,"[TCP Retransmission] 50963  >  80 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=457"
285769,293038,16007.509941,91.185.206.139,10.0.0.45,TCP,54,80  >  50963 [ACK] Seq=1 Ack=458 Win=6912 Len=0
285770,293049,16009.308003,91.185.206.139,10.0.0.45,TCP,66,"[TCP Retransmission] 80  >  50964 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1452 SACK_PERM=1 WS=128"
285771,293050,16009.308488,10.0.0.45,91.185.206.139,TCP,66,[TCP Dup ACK 293029#1] 50964  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0 SLE=0 SRE=1
285772,293051,16009.719013,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=1 Ack=458 Win=6912 Len=1452 [TCP segment of a reassembled PDU]
285773,293052,16009.722675,10.0.0.45,91.185.206.139,HTTP,511,GET / HTTP/1.1 
285774,293053,16009.743256,10.0.0.45,91.185.206.139,TCP,66,50965  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
285775,293054,16009.746085,10.0.0.45,91.185.206.139,TCP,66,50966  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
285776,293055,16009.749127,10.0.0.45,91.185.206.139,TCP,66,50967  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
285777,293056,16009.753545,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=1453 Ack=458 Win=6912 Len=1452 [TCP segment of a reassembled PDU]
285778,293057,16009.755219,10.0.0.45,91.185.206.139,TCP,66,50968  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
285779,293058,16009.755635,10.0.0.45,91.185.206.139,TCP,54,50963  >  80 [ACK] Seq=458 Ack=2905 Win=66560 Len=0
285780,293060,16009.85188,91.185.206.139,10.0.0.45,TCP,54,80  >  50964 [ACK] Seq=1 Ack=458 Win=6912 Len=0
285781,293062,16009.922314,91.185.206.139,10.0.0.45,TCP,66,"80  >  50965 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1452 SACK_PERM=1 WS=128"
285782,293063,16009.922356,91.185.206.139,10.0.0.45,TCP,66,"80  >  50966 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1452 SACK_PERM=1 WS=128"
285783,293064,16009.926346,10.0.0.45,91.185.206.139,TCP,54,50965  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0
285784,293065,16009.926512,10.0.0.45,91.185.206.139,TCP,54,50966  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0
285785,293066,16009.927435,10.0.0.45,91.185.206.139,HTTP,445,GET /css/reset.css HTTP/1.1 
285786,293067,16009.928145,10.0.0.45,91.185.206.139,HTTP,470,GET /jscript/colorbox/example3/colorbox.css HTTP/1.1 
285787,293068,16010.460943,10.0.0.45,91.185.206.139,TCP,445,"[TCP Retransmission] 50965  >  80 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=391"
285788,293069,16010.461308,10.0.0.45,91.185.206.139,TCP,470,"[TCP Retransmission] 50966  >  80 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=416"
285789,293070,16010.639618,91.185.206.139,10.0.0.45,TCP,54,80  >  50966 [ACK] Seq=1 Ack=417 Win=6912 Len=0
285790,293071,16010.642195,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=1 Ack=417 Win=6912 Len=1452 [TCP segment of a reassembled PDU]
285791,293072,16010.642497,91.185.206.139,10.0.0.45,HTTP,1409,HTTP/1.1 200 OK  (text/css)
285792,293073,16010.647489,10.0.0.45,91.185.206.139,TCP,54,50966  >  80 [ACK] Seq=417 Ack=2808 Win=66560 Len=0
285793,293074,16010.650789,10.0.0.45,91.185.206.139,HTTP,468,GET /jscript/bxslider/jquery.bxslider.css HTTP/1.1 
285794,293083,16011.543506,10.0.0.45,91.185.206.139,TCP,445,"[TCP Retransmission] 50965  >  80 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=391"
285795,293085,16011.678228,91.185.206.139,10.0.0.45,TCP,54,80  >  50965 [ACK] Seq=1 Ack=392 Win=6912 Len=0
285796,293086,16011.709174,91.185.206.139,10.0.0.45,HTTP,1330,HTTP/1.1 200 OK  (text/css)
285797,293087,16011.713808,10.0.0.45,91.185.206.139,HTTP,450,GET /css/stil.css?12345 HTTP/1.1 
285798,293088,16011.869265,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=1277 Ack=788 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
285799,293089,16011.869557,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=2729 Ack=788 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
285800,293090,16011.873775,10.0.0.45,91.185.206.139,TCP,54,50965  >  80 [ACK] Seq=788 Ack=4181 Win=66560 Len=0
285801,293091,16012.072316,91.185.206.139,10.0.0.45,TCP,1506,80  >  50964 [ACK] Seq=1 Ack=458 Win=6912 Len=1452 [TCP segment of a reassembled PDU]
285802,293092,16012.120456,91.185.206.139,10.0.0.45,TCP,1506,80  >  50964 [ACK] Seq=1453 Ack=458 Win=6912 Len=1452 [TCP segment of a reassembled PDU]
285803,293093,16012.135893,91.185.206.139,10.0.0.45,TCP,1506,[TCP Spurious Retransmission] 80  >  50965 [ACK] Seq=1277 Ack=788 Win=8064 Len=1452
285804,293094,16012.162977,10.0.0.45,91.185.206.139,TCP,66,[TCP Dup ACK 293090#1] 50965  >  80 [ACK] Seq=788 Ack=4181 Win=66560 Len=0 SLE=1277 SRE=2729
285805,293095,16012.163033,10.0.0.45,91.185.206.139,TCP,54,50964  >  80 [ACK] Seq=458 Ack=2905 Win=66560 Len=0
285806,293096,16012.276583,10.0.0.45,91.185.206.139,TCP,468,"[TCP Retransmission] 50966  >  80 [PSH, ACK] Seq=417 Ack=2808 Win=66560 Len=414"
285807,293097,16012.465507,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=4181 Ack=788 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
285808,293098,16012.466188,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=5633 Ack=788 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
285809,293099,16012.467438,10.0.0.45,91.185.206.139,TCP,54,50965  >  80 [ACK] Seq=788 Ack=7085 Win=66560 Len=0
285810,293100,16012.478946,91.185.206.139,10.0.0.45,TCP,1506,80  >  50964 [ACK] Seq=2905 Ack=458 Win=6912 Len=1452 [TCP segment of a reassembled PDU]
285811,293101,16012.479182,91.185.206.139,10.0.0.45,TCP,1506,80  >  50964 [ACK] Seq=4357 Ack=458 Win=6912 Len=1452 [TCP segment of a reassembled PDU]
285812,293102,16012.479493,91.185.206.139,10.0.0.45,TCP,1506,80  >  50964 [ACK] Seq=5809 Ack=458 Win=6912 Len=1452 [TCP segment of a reassembled PDU]
285813,293103,16012.479713,10.0.0.45,91.185.206.139,TCP,54,50964  >  80 [ACK] Seq=458 Ack=5809 Win=66560 Len=0
285814,293105,16012.688682,91.185.206.139,10.0.0.45,TCP,1506,[TCP Spurious Retransmission] 80  >  50963 [ACK] Seq=1 Ack=458 Win=6912 Len=1452
285815,293106,16012.689209,10.0.0.45,91.185.206.139,TCP,66,[TCP Dup ACK 293058#1] 50963  >  80 [ACK] Seq=458 Ack=2905 Win=66560 Len=0 SLE=1 SRE=1453
285816,293107,16012.69885,10.0.0.45,91.185.206.139,TCP,54,50964  >  80 [ACK] Seq=458 Ack=7261 Win=66560 Len=0
285817,293108,16012.749089,10.0.0.45,91.185.206.139,TCP,66,[TCP Retransmission] 50967  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
285983,293284,16014.32423,91.185.193.64,10.0.0.45,TCP,563,"[TCP Spurious Retransmission] 80  >  50976 [PSH, ACK] Seq=4357 Ack=341 Win=66792 Len=509[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
285984,293285,16014.32456,10.0.0.45,91.185.193.64,TCP,66,[TCP Dup ACK 293283#1] 50976  >  80 [ACK] Seq=341 Ack=4866 Win=66048 Len=0 SLE=4357 SRE=4866
285985,293286,16014.38149,91.185.206.139,10.0.0.45,TCP,1506,[TCP Spurious Retransmission] 80  >  50965 [ACK] Seq=21958 Ack=1656 Win=10240 Len=1452
285986,293287,16014.381913,10.0.0.45,91.185.206.139,TCP,66,[TCP Dup ACK 293269#1] 50965  >  80 [ACK] Seq=1656 Ack=29218 Win=66560 Len=0 SLE=21958 SRE=23410
285987,293288,16014.427636,91.185.206.139,10.0.0.45,TCP,1506,[TCP Spurious Retransmission] 80  >  50963 [ACK] Seq=19179 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
285988,293289,16014.428189,10.0.0.45,91.185.206.139,TCP,66,[TCP Dup ACK 293282#1] 50963  >  80 [ACK] Seq=1297 Ack=27891 Win=66560 Len=0 SLE=19179 SRE=20631
285989,293290,16014.446632,91.185.206.139,10.0.0.45,TCP,1506,[TCP Spurious Retransmission] 80  >  50964 [ACK] Seq=15853 Ack=1242 Win=9088 Len=1452
285990,293291,16014.447097,10.0.0.45,91.185.206.139,TCP,66,[TCP Dup ACK 293219#1] 50964  >  80 [ACK] Seq=1242 Ack=24565 Win=66560 Len=0 SLE=15853 SRE=17305
285991,293292,16014.596593,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=47307 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
285992,293293,16014.599753,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=48759 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
285993,293294,16014.600076,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=50211 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
285994,293295,16014.600508,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=51663 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
285995,293296,16014.600603,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=53115 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
285996,293297,16014.600668,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=54567 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
285997,293298,16014.600733,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=56019 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
285998,293299,16014.600856,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=57471 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
285999,293300,16014.600926,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=58923 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286000,293301,16014.601025,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=60375 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286001,293302,16014.732581,10.0.0.45,91.185.206.139,TCP,54,50966  >  80 [ACK] Seq=1684 Ack=61827 Win=60928 Len=0
286002,293303,16014.733239,10.0.0.45,91.185.206.139,TCP,54,[TCP Window Update] 50966  >  80 [ACK] Seq=1684 Ack=61827 Win=66560 Len=0
286003,293304,16014.734611,91.185.193.64,10.0.0.45,TCP,54,"80  >  50975 [FIN, ACK] Seq=2836 Ack=342 Win=66792 Len=0"
286004,293305,16014.735993,10.0.0.45,91.185.193.64,TCP,54,50975  >  80 [ACK] Seq=342 Ack=2837 Win=66560 Len=0
286005,293306,16014.742931,91.185.193.64,10.0.0.45,TCP,54,"80  >  50976 [FIN, ACK] Seq=4866 Ack=341 Win=66792 Len=0"
286006,293307,16014.743567,10.0.0.45,91.185.193.64,TCP,54,50976  >  80 [ACK] Seq=341 Ack=4867 Win=66048 Len=0
286007,293308,16014.758434,91.185.206.139,10.0.0.45,TCP,1506,[TCP Spurious Retransmission] 80  >  50968 [ACK] Seq=8512 Ack=772 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
286008,293309,16014.763643,10.0.0.45,91.185.206.139,TCP,66,[TCP Dup ACK 293281#1] 50968  >  80 [ACK] Seq=772 Ack=14320 Win=66560 Len=0 SLE=8512 SRE=9964
286009,293310,16014.84192,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=27891 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286010,293311,16014.842085,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=29343 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286011,293312,16014.84218,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=29218 Ack=1656 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286012,293313,16014.842271,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=30670 Ack=1656 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286013,293314,16014.842348,91.185.206.139,10.0.0.45,TCP,1506,80  >  50964 [ACK] Seq=24565 Ack=1242 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286014,293315,16014.845243,10.0.0.45,91.185.206.139,TCP,54,50963  >  80 [ACK] Seq=1297 Ack=30795 Win=66560 Len=0
286015,293316,16014.845441,10.0.0.45,91.185.206.139,TCP,54,50965  >  80 [ACK] Seq=1656 Ack=32122 Win=66560 Len=0
286016,293317,16014.849615,91.185.206.139,10.0.0.45,TCP,1506,80  >  50964 [ACK] Seq=26017 Ack=1242 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286017,293318,16014.852589,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=61827 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286018,293319,16014.85269,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=63279 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286019,293320,16014.852754,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=64731 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286020,293321,16014.852881,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=66183 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286021,293322,16014.852946,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=67635 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286022,293323,16014.853011,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=69087 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286023,293324,16014.853075,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=70539 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286024,293325,16014.85314,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=71991 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286025,293326,16014.853213,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=73443 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286026,293327,16014.853281,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=74895 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286027,293328,16014.875202,10.0.0.45,91.185.206.139,TCP,54,50964  >  80 [ACK] Seq=1242 Ack=27469 Win=66560 Len=0
286028,293329,16014.875414,10.0.0.45,91.185.206.139,TCP,54,50966  >  80 [ACK] Seq=1684 Ack=74895 Win=62208 Len=0
286029,293330,16014.875913,10.0.0.45,91.185.206.139,TCP,54,[TCP Window Update] 50966  >  80 [ACK] Seq=1684 Ack=74895 Win=66560 Len=0
286030,293331,16014.940075,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=76347 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286031,293332,16014.940212,91.185.206.139,10.0.0.45,TCP,1506,80  >  50968 [ACK] Seq=14320 Ack=772 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
286032,293333,16014.940308,91.185.206.139,10.0.0.45,TCP,1506,80  >  50968 [ACK] Seq=15772 Ack=772 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
286033,293334,16014.940713,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=30795 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286034,293335,16014.940836,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=32247 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286035,293336,16014.941016,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=33699 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286036,293337,16014.941045,111.221.77.144,10.0.0.45,TCP,56,"40012  >  49691 [PSH, ACK] Seq=75262 Ack=6982 Win=30720 Len=2"
286037,293338,16014.941149,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=32122 Ack=1656 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286038,293339,16014.953143,10.0.0.45,91.185.206.139,TCP,54,50966  >  80 [ACK] Seq=1684 Ack=77799 Win=66560 Len=0
286039,293340,16014.953337,10.0.0.45,91.185.206.139,TCP,54,50968  >  80 [ACK] Seq=772 Ack=17224 Win=66560 Len=0
286040,293341,16014.953384,10.0.0.45,91.185.206.139,TCP,54,50963  >  80 [ACK] Seq=1297 Ack=35151 Win=66560 Len=0
286041,293342,16015.043953,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=33574 Ack=1656 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286042,293343,16015.044257,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=35026 Ack=1656 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286043,293344,16015.094272,10.0.0.45,111.221.77.144,TCP,56,"49691  >  40012 [PSH, ACK] Seq=6982 Ack=75264 Win=65792 Len=2"
286044,293345,16015.10144,10.0.0.45,91.185.206.139,TCP,54,50965  >  80 [ACK] Seq=1656 Ack=36478 Win=66560 Len=0
286045,293346,16015.107762,10.0.0.45,91.185.193.64,TCP,394,"[TCP Retransmission] 50974  >  80 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=340"
286046,293347,16015.450855,157.56.193.33,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  49711 [ACK] Seq=15632 Ack=35631 Win=1024 Len=0
286047,293348,16015.450918,157.56.193.33,10.0.0.45,TCP,54,443  >  49711 [ACK] Seq=15633 Ack=35632 Win=65340 Len=0
286048,293349,16015.451363,10.0.0.45,157.56.193.33,TCP,54,[TCP Dup ACK 292871#2] 49711  >  443 [ACK] Seq=35632 Ack=15633 Win=64181 Len=0
286049,293350,16015.549577,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=77799 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286050,293351,16015.552948,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=79251 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286051,293352,16015.553034,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=80703 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286052,293353,16015.553099,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=82155 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286053,293354,16015.553165,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=83607 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286054,293355,16015.553229,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=85059 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286055,293356,16015.553293,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=86511 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286056,293357,16015.553358,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=87963 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286057,293358,16015.553422,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=89415 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286058,293359,16015.553487,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=90867 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286059,293360,16015.553552,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=35151 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286060,293361,16015.553627,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=36603 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286061,293362,16015.553692,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=38055 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286062,293363,16015.553757,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=39507 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286063,293364,16015.553822,91.185.206.139,10.0.0.45,TCP,1506,80  >  50968 [ACK] Seq=17224 Ack=772 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
286064,293365,16015.553887,91.185.206.139,10.0.0.45,TCP,1506,80  >  50968 [ACK] Seq=18676 Ack=772 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
286065,293366,16015.553951,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=36478 Ack=1656 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286066,293367,16015.55406,91.185.206.139,10.0.0.45,TCP,1506,80  >  50968 [ACK] Seq=20128 Ack=772 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
286067,293368,16015.554127,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=37930 Ack=1656 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286068,293369,16015.554193,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=39382 Ack=1656 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286069,293370,16015.554303,91.185.206.139,10.0.0.45,TCP,1506,80  >  50965 [ACK] Seq=40834 Ack=1656 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286070,293371,16015.554372,91.185.193.64,10.0.0.45,TCP,1506,80  >  50974 [ACK] Seq=1 Ack=341 Win=66792 Len=1452 [TCP segment of a reassembled PDU]
286071,293372,16015.554462,91.185.193.64,10.0.0.45,TCP,1506,80  >  50974 [ACK] Seq=1453 Ack=341 Win=66792 Len=1452 [TCP segment of a reassembled PDU]
286072,293373,16015.554599,91.185.193.64,10.0.0.45,TCP,1506,80  >  50974 [ACK] Seq=2905 Ack=341 Win=66792 Len=1452 [TCP segment of a reassembled PDU]
286073,293374,16015.555516,10.0.0.45,91.185.206.139,TCP,54,50966  >  80 [ACK] Seq=1684 Ack=92319 Win=62208 Len=0
286074,293375,16015.555909,10.0.0.45,91.185.206.139,TCP,54,[TCP Window Update] 50966  >  80 [ACK] Seq=1684 Ack=92319 Win=66560 Len=0
286075,293376,16015.557788,10.0.0.45,91.185.206.139,TCP,54,50963  >  80 [ACK] Seq=1297 Ack=40959 Win=66560 Len=0
286076,293377,16015.55795,10.0.0.45,91.185.206.139,TCP,54,50968  >  80 [ACK] Seq=772 Ack=21580 Win=66560 Len=0
286077,293378,16015.558001,10.0.0.45,91.185.206.139,TCP,54,50965  >  80 [ACK] Seq=1656 Ack=42286 Win=66560 Len=0
286078,293379,16015.559958,10.0.0.45,91.185.193.64,TCP,54,50974  >  80 [ACK] Seq=341 Ack=4357 Win=66560 Len=0
286079,293380,16015.654806,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=92319 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286080,293381,16015.654919,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=93771 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286081,293382,16015.655001,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=95223 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286082,293383,16015.655082,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=96675 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286083,293384,16015.655162,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=98127 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286084,293385,16015.655252,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=99579 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286085,293386,16015.655333,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=101031 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286086,293387,16015.655353,111.221.77.144,10.0.0.45,TCP,56,"[TCP Spurious Retransmission] 40012  >  49691 [PSH, ACK] Seq=75262 Ack=6982 Win=30720 Len=2"
286087,293388,16015.655431,91.185.206.139,10.0.0.45,TCP,1506,80  >  50966 [ACK] Seq=102483 Ack=1684 Win=10240 Len=1452 [TCP segment of a reassembled PDU]
286088,293389,16015.655493,91.185.206.139,10.0.0.45,HTTP,1037,HTTP/1.1 200 OK  (PNG)
286089,293390,16015.655574,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=40959 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286090,293391,16015.655656,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=42411 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286091,293392,16015.655736,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=43863 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286092,293393,16015.655817,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=45315 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286093,293394,16015.655897,91.185.206.139,10.0.0.45,TCP,1506,80  >  50963 [ACK] Seq=46767 Ack=1297 Win=9088 Len=1452 [TCP segment of a reassembled PDU]
286094,293395,16015.655977,91.185.206.139,10.0.0.45,TCP,1506,80  >  50968 [ACK] Seq=21580 Ack=772 Win=8064 Len=1452 [TCP segment of a reassembled PDU]
